CODAUTO	CPRO	CMUN	DC	NOMBRE 
02	44	145	2	Mas de las Matas
09	17	100	2	Masarac
08	45	094	2	Mascaraque
09	43	078	6	Masdenverge
08	16	123	0	Masegosa
08	19	172	8	Masegoso de Tajuña
08	02	047	9	Masegoso
12	32	045	4	Maside
09	08	116	7	Masies de Roda, Les
09	08	117	3	Masies de Voltregà, Les
09	43	079	9	Masllorenç
09	08	118	9	Masnou, El
09	43	080	3	Masó, La
09	43	081	0	Maspujols
09	08	119	2	Masquefa
09	43	082	5	Masroig, El
10	46	162	9	Massalavés
09	25	131	2	Massalcoreig
10	46	163	5	Massalfassar
10	46	164	0	Massamagrell
10	46	165	3	Massanassa
09	17	101	9	Massanes
09	25	132	7	Massoteres
07	37	184	4	Masueco
11	10	118	6	Mata de Alcántara
07	40	124	0	Mata de Cuéllar
07	37	186	0	Mata de Ledesma, La
02	44	146	5	Mata de los Olmos, La
10	12	075	1	Mata de Morella, la
08	45	095	5	Mata, La
07	40	123	5	Matabuena
07	24	097	5	Matadeón de los Oteros
09	08	120	6	Matadepera
07	42	110	1	Matalebreras
07	24	098	1	Matallana de Torío
07	42	111	8	Matamala de Almazán
05	38	025	7	Matanza de Acentejo, La
07	24	099	4	Matanza
07	47	082	2	Matapozuelos
09	08	121	3	Mataró
08	19	173	4	Matarrubia
10	12	076	4	Matet
07	49	113	1	Matilla de Arzón
07	37	187	6	Matilla de los Caños del Río
07	47	083	8	Matilla de los Caños
07	49	114	6	Matilla la Seca
07	40	125	3	Matilla, La
08	19	174	9	Matillas
17	26	095	2	Matute
07	37	188	2	Maya, La
07	49	115	9	Mayalde
07	47	084	3	Mayorga
02	44	147	1	Mazaleón
08	45	096	8	Mazarambroz
08	19	175	2	Mazarete
12	15	045	2	Mazaricos
07	34	102	8	Mazariegos
14	30	026	9	Mazarrón
06	39	041	7	Mazcuerras
07	34	103	4	Mazuecos de Valdeginate
08	19	176	5	Mazuecos
07	09	206	1	Mazuela
12	36	027	4	Meaño
07	09	208	3	Mecerreyes
13	28	083	8	Meco
11	06	080	2	Medellín
02	50	164	8	Mediana de Aragón
07	05	123	9	Mediana de Voltoya
11	06	081	9	Medina de las Torres
07	09	209	6	Medina de Pomar
07	47	086	9	Medina de Rioseco
07	47	085	6	Medina del Campo
01	11	023	9	Medina Sidonia
07	42	113	9	Medinaceli
07	05	124	4	Medinilla
06	39	042	2	Medio Cudeyo
09	08	122	8	Mediona
08	19	177	1	Medranda
17	26	096	5	Medrano
07	47	087	5	Megeces
08	19	178	7	Megina
12	27	029	1	Meira
12	36	028	0	Meis
13	28	084	3	Mejorada del Campo
08	45	097	4	Mejorada
07	47	088	1	Melgar de Abajo
07	47	089	4	Melgar de Arriba
07	09	211	7	Melgar de Fernamental
07	49	116	2	Melgar de Tera
07	34	104	9	Melgar de Yuso
10	46	166	6	Meliana
15	31	164	0	Mélida
12	15	046	5	Melide
19	52	001	8	Melilla
12	32	046	7	Melón
07	40	126	6	Melque de Cercos
07	40	127	2	Membibre de la Hoz
07	37	189	5	Membribe de la Sierra
08	13	054	8	Membrilla
08	19	179	0	Membrillera
11	10	119	9	Membrío
09	25	134	8	Menàrguens
08	45	098	0	Menasalbas
16	20	901	4	Mendaro
16	48	062	2	Mendata
15	31	165	3	Mendavia
15	31	166	6	Mendaza
16	48	063	8	Mendexa
15	31	167	2	Mendigorría
07	34	106	5	Meneses de Campos
11	06	082	4	Mengabril
07	05	125	7	Mengamuñoz
01	23	061	8	Mengíbar
08	45	099	3	Méntrida
16	48	064	3	Meñaka
02	50	165	1	Mequinenza
09	17	099	8	Meranges
12	32	047	3	Merca, A
04	07	037	4	Mercadal, Es
11	06	083	0	Mérida
07	09	213	8	Merindad de Cuesta-Urria
07	09	214	3	Merindad de Montija
07	09	906	4	Merindad de Río Ubierna
07	09	215	6	Merindad de Sotoscueva
07	09	216	9	Merindad de Valdeporres
07	09	217	5	Merindad de Valdivielso
06	39	043	8	Meruelo
11	10	120	3	Mesas de Ibor
08	16	124	5	Mesas, Las
07	05	126	0	Mesegar de Corneja
08	45	100	7	Mesegar de Tajo
12	15	047	1	Mesía
02	50	166	4	Mesones de Isuela
08	13	055	1	Mestanza
15	31	168	8	Metauten
02	50	167	0	Mezalocha
12	32	048	9	Mezquita, A
02	44	148	7	Mezquita de Jarque
11	10	121	0	Miajadas
02	50	168	6	Mianos
07	49	117	8	Micereces de Tera
07	34	107	1	Micieces de Ojeda
02	50	169	9	Miedes de Aragón
08	19	181	1	Miedes de Atienza
06	39	044	3	Miengo
06	39	045	6	Miera
03	33	037	1	Mieres
09	17	105	8	Mieres
08	19	182	6	Mierla, La
07	37	190	9	Mieza
04	07	902	8	Migjorn Gran, Es
08	45	101	4	Miguel Esteban
07	40	128	8	Migueláñez
08	13	056	4	Miguelturra
07	05	127	6	Mijares
01	29	070	5	Mijas
09	43	083	1	Milà, El
15	31	169	1	Milagro
07	09	218	1	Milagros
07	37	191	6	Milano, El
08	19	184	7	Millana
11	10	122	5	Millanes
10	46	167	2	Millares
10	03	086	0	Millena
07	49	118	4	Milles de la Polvorosa
08	19	183	2	Milmarcos
01	21	049	9	Minas de Riotinto
08	02	048	5	Minaya
08	16	125	8	Minglanilla
07	05	128	2	Mingorría
07	42	115	7	Miño de Medinaceli
07	42	116	0	Miño de San Esteban
12	15	048	7	Miño
08	19	185	0	Miñosa, La
08	16	126	1	Mira
11	10	123	1	Mirabel
08	19	186	3	Mirabueno
13	28	085	6	Miraflores de la Sierra
15	31	170	5	Mirafuentes
09	25	135	1	Miralcamp
08	19	187	9	Miralrío
10	46	168	8	Miramar
02	44	149	0	Mirambel
15	31	171	2	Miranda de Arga
07	37	192	1	Miranda de Azán
07	09	219	4	Miranda de Ebro
07	37	193	7	Miranda del Castañar
11	06	084	5	Mirandilla
07	09	220	8	Miraveche
09	43	084	6	Miravet
02	44	150	3	Miravete de la Sierra
07	05	129	5	Mirón, El
07	05	130	9	Mironcillo
07	05	131	6	Mirueña de los Infanzones
10	46	169	1	Mislata
12	36	029	3	Moaña
08	45	102	9	Mocejón
08	19	188	5	Mochales
01	18	132	4	Moclín
01	29	071	2	Moclinejo
07	09	221	5	Modúbar de la Emparedada
12	15	049	0	Moeche
05	35	012	0	Mogán
07	37	194	2	Mogarraz
10	46	170	5	Mogente/Moixent
01	21	050	2	Moguer
11	10	124	6	Mohedas de Granadilla
08	45	103	5	Mohedas de la Jara
08	19	189	8	Mohernando
09	08	138	5	Moià
01	04	064	3	Mojácar
07	47	090	8	Mojados
01	04	903	2	Mojonera, La
07	49	119	7	Molacillos
09	43	085	9	Molar, El
13	28	086	9	Molar, El
01	41	063	4	Molares, Los
07	49	120	1	Molezuelas de la Carballeda
08	19	190	2	Molina de Aragón
14	30	027	5	Molina de Segura
07	24	100	8	Molinaseca
08	02	049	8	Molinicos
07	37	195	5	Molinillo
07	42	117	6	Molinos de Duero
13	28	087	5	Molinos, Los
02	44	151	0	Molinos
09	08	123	4	Molins de Rei
06	39	046	9	Molledo
09	25	137	0	Mollerussa
09	17	106	1	Mollet de Peralada
09	08	124	9	Mollet del Vallès
01	29	072	7	Mollina
09	17	107	7	Molló
09	25	136	4	Molsosa, La
01	18	133	0	Molvízar
07	05	132	1	Mombeltrán
07	42	118	2	Momblona
07	49	121	8	Mombuey
01	18	134	5	Monachil
07	09	223	6	Monasterio de la Sierra
07	09	224	1	Monasterio de Rodilla
07	47	091	5	Monasterio de Vega
08	19	191	9	Monasterio
10	46	171	2	Moncada
07	09	225	4	Moncalvillo
10	12	077	0	Moncofa
01	29	073	3	Monda
12	36	030	7	Mondariz
12	36	031	4	Mondariz-Balneario
08	19	192	4	Mondéjar
12	27	030	5	Mondoñedo
02	50	170	3	Monegrillo
02	22	155	2	Monesma y Cajigar
11	06	085	8	Monesterio
02	50	171	0	Moneva
07	49	122	3	Monfarracinos
12	15	050	3	Monfero
02	22	156	5	Monflorite-Lascasas
07	37	196	8	Monforte de la Sierra
12	27	031	2	Monforte de Lemos
02	44	152	5	Monforte de Moyuela
10	03	088	2	Monforte del Cid
09	08	128	7	Monistrol de Calders
09	08	127	1	Monistrol de Montserrat
07	37	197	4	Monleón
07	37	198	0	Monleras
10	03	089	5	Monóvar/Monòver
02	50	172	5	Monreal de Ariza
02	44	153	1	Monreal del Campo
08	16	128	3	Monreal del Llano
15	31	172	7	Monreal/Elo
11	10	125	9	Monroy
02	44	154	6	Monroyo
07	37	199	3	Monsagro
07	05	133	7	Monsalupe
09	17	109	6	Montagut i Oix
01	14	040	3	Montalbán de Córdoba
02	44	155	9	Montalbán
08	16	129	6	Montalbanejo
08	16	130	0	Montalbo
08	02	050	1	Montalvos
07	49	123	9	Montamarta
10	12	078	6	Montán
11	10	126	2	Montánchez
10	12	079	9	Montanejos
02	22	157	1	Montanuy
08	19	193	0	Montarrón
10	46	173	3	Montaverner
09	43	086	2	Montblanc
09	43	088	4	Montbrió del Camp
09	08	125	2	Montcada i Reixac
09	08	130	4	Montclar
08	16	131	7	Monteagudo de las Salinas
07	42	119	5	Monteagudo de las Vicarías
02	44	156	2	Monteagudo del Castillo
15	31	173	3	Monteagudo
07	47	092	0	Montealegre de Campos
08	02	051	8	Montealegre del Castillo
08	45	104	0	Montearagón
01	29	903	9	Montecorto
12	32	049	2	Montederramo
01	18	135	8	Montefrío
11	10	127	8	Montehermoso
01	29	074	8	Montejaque
01	18	136	1	Montejícar
07	40	129	1	Montejo de Arévalo
13	28	088	1	Montejo de la Sierra
07	40	130	5	Montejo de la Vega de la Serrezuela
07	42	120	9	Montejo de Tiermes
07	37	200	7	Montejo
09	25	139	9	Montellà i Martinet
01	41	064	9	Montellano
07	47	093	6	Montemayor de Pililla
07	37	201	4	Montemayor del Río
01	14	041	0	Montemayor
11	06	086	1	Montemolín
07	42	121	6	Montenegro de Cameros
02	44	157	8	Monterde de Albarracín
02	50	173	1	Monterde
12	32	050	5	Monterrei
12	27	032	7	Monterroso
07	37	202	9	Monterrubio de Armuña
07	09	226	7	Monterrubio de la Demanda
11	06	087	7	Monterrubio de la Serena
07	37	203	5	Monterrubio de la Sierra
07	40	131	2	Monterrubio
10	46	174	8	Montesa
08	45	105	3	Montesclaros
10	03	903	7	Montesinos, Los
09	08	131	1	Montesquiu
09	25	140	3	Montferrer i Castellbò
09	43	089	7	Montferri
09	25	138	6	Montgai
09	08	126	5	Montgat
08	13	057	0	Montiel
11	06	088	3	Montijo
01	14	042	5	Montilla
01	18	137	7	Montillana
10	46	175	1	Montitxelvo/Montichelvo
01	23	062	3	Montizón
09	08	132	6	Montmajor
09	08	133	2	Montmaneu
09	43	090	1	Montmell, El
09	08	135	0	Montmeló
09	25	142	5	Montoliu de Lleida
09	25	141	0	Montoliu de Segarra
02	50	174	6	Montón
07	09	227	3	Montorio
09	25	143	1	Montornès de Segarra
09	08	136	3	Montornès del Vallès
01	14	043	1	Montoro
09	43	091	8	Mont-ral
09	17	110	0	Mont-ras
09	43	092	3	Mont-roig del Camp
10	46	176	4	Montroi/Montroy
09	08	137	9	Montseny
10	46	172	7	Montserrat
04	07	038	0	Montuïri
01	14	044	6	Monturque
07	34	108	7	Monzón de Campos
02	22	158	7	Monzón
02	44	158	4	Mora de Rubielos
09	43	093	9	Móra d'Ebre
09	43	094	4	Móra la Nova
08	45	106	6	Mora
07	09	228	9	Moradillo de Roa
08	13	058	6	Moral de Calatrava
07	40	132	7	Moral de Hornuez
07	47	094	1	Moral de la Reina
07	49	124	4	Moral de Sayago
01	18	138	3	Moraleda de Zafayona
13	28	089	4	Moraleja de Enmedio
07	47	095	4	Moraleja de las Panaderas
07	05	134	2	Moraleja de Matacabras
07	49	126	0	Moraleja de Sayago
07	49	125	7	Moraleja del Vino
11	10	128	4	Moraleja
07	47	096	7	Morales de Campos
07	49	128	2	Morales de Rey
07	49	129	5	Morales de Toro
07	49	130	9	Morales de Valverde
07	49	127	6	Morales del Vino
07	49	131	6	Moralina
13	28	090	8	Moralzarzal
12	36	032	9	Moraña
07	37	204	0	Morasverdes
02	50	175	9	Morata de Jalón
02	50	176	2	Morata de Jiloca
13	28	091	5	Morata de Tajuña
14	30	028	1	Moratalla
08	19	194	5	Moratilla de los Meleros
07	34	109	0	Moratinos
11	10	129	7	Morcillo
03	33	038	7	Morcín
16	01	039	5	Moreda de Álava/Moreda Araba
01	18	909	4	Morelábor
09	43	095	7	Morell, El
10	12	080	3	Morella
08	19	195	8	Morenilla
15	31	174	8	Morentin
09	43	096	0	Morera de Montsant, La
11	06	089	6	Morera, La
07	49	132	1	Moreruela de los Infanzones
07	49	133	7	Moreruela de Tábara
02	50	177	8	Morés
16	48	066	9	Morga
01	14	045	9	Moriles
07	37	205	3	Morille
07	37	206	6	Moríñigo
07	37	207	2	Moriscos
07	42	123	7	Morón de Almazán
01	41	065	2	Morón de la Frontera
07	37	208	8	Moronta
02	50	178	4	Moros
12	36	033	5	Mos
02	44	159	7	Moscardón
02	44	160	1	Mosqueruela
13	28	092	0	Móstoles
08	16	132	2	Mota de Altarejos
08	16	133	8	Mota del Cuervo
07	47	097	3	Mota del Marqués
08	16	134	3	Motilla del Palancar
08	02	052	3	Motilleja
01	18	140	0	Motril
05	35	013	6	Moya
08	16	135	6	Moya
02	50	179	7	Moyuela
07	37	209	1	Mozárbez
07	40	134	8	Mozoncillo
02	50	180	1	Mozota
07	47	098	9	Mucientes
07	34	110	4	Mudá
07	47	099	2	Mudarra, La
08	19	196	1	Muduex
02	50	181	8	Muel
02	50	182	3	Muela, La
07	49	134	2	Muelas de los Caballeros
07	49	135	5	Muelas del Pan
15	31	175	1	Mues
07	49	136	8	Muga de Sayago
12	15	051	0	Mugardos
12	32	051	2	Muíños
14	30	029	4	Mula
16	48	068	1	Mundaka
02	50	183	9	Munébrega
08	02	053	9	Munera
16	48	069	4	Mungia
02	44	161	8	Muniesa
17	26	098	7	Munilla
16	48	007	8	Munitibar-Arbatzegi Gerrikaitz
09	08	129	0	Muntanyola
07	05	135	5	Muñana
07	05	136	8	Muñico
07	05	138	0	Muñogalindo
07	05	139	3	Muñogrande
07	05	140	7	Muñomer del Peco
07	40	135	1	Muñopedro
07	05	141	4	Muñopepe
07	05	142	9	Muñosancho
07	05	143	5	Muñotello
07	40	136	4	Muñoveros
09	08	139	8	Mura
12	27	033	3	Muras
15	31	176	4	Murchante
14	30	030	8	Murcia
02	50	184	4	Murero
07	24	101	5	Murias de Paredes
07	42	124	2	Muriel de la Fuente
07	42	125	5	Muriel Viejo
07	47	100	6	Muriel
15	31	177	0	Murieta
02	50	185	7	Murillo de Gállego
17	26	099	0	Murillo de Río Leza
15	31	178	6	Murillo el Cuende
15	31	179	9	Murillo el Fruto
10	03	091	6	Murla
17	26	100	4	Muro de Aguas
10	03	092	1	Muro de Alcoy
17	26	101	1	Muro en Cameros
04	07	039	3	Muro
03	33	039	0	Muros de Nalón
12	15	053	1	Muros
01	18	141	7	Murtas
16	48	908	5	Murueta
15	31	180	3	Muruzábal
10	46	177	0	Museros
16	48	071	5	Muskiz
16	20	057	0	Mutiloa
16	20	056	4	Mutriku
10	03	090	9	Mutxamel
12	15	052	5	Muxía
16	48	067	5	Muxika
16	48	909	8	Nabarniz
01	04	065	6	Nacimiento
07	42	127	4	Nafría de Ucero
17	26	102	6	Nájera
17	26	103	2	Nalda
09	25	145	9	Nalec
08	45	107	2	Nambroca
10	46	178	6	Nàquera/Náquera
08	16	137	5	Narboneta
12	15	054	6	Narón
07	05	144	0	Narrillos del Álamo
07	05	145	3	Narrillos del Rebollar
07	37	211	2	Narros de Matalayegua
07	05	149	1	Narros de Saldueña
07	05	147	2	Narros del Castillo
07	05	148	8	Narros del Puerto
07	42	128	0	Narros
09	25	025	4	Naut Aran
07	05	152	6	Nava de Arévalo
07	37	213	3	Nava de Béjar
07	37	214	8	Nava de Francia
07	40	138	6	Nava de la Asunción
08	45	108	8	Nava de Ricomalillo, La
07	09	229	2	Nava de Roa
11	06	090	0	Nava de Santiago, La
07	37	215	1	Nava de Sotrobal
07	05	153	2	Nava del Barco
07	47	101	3	Nava del Rey
01	21	051	9	Nava, La
03	33	040	4	Nava
07	37	212	7	Navacarros
07	05	151	1	Navacepedilla de Corneja
13	28	093	6	Navacerrada
11	10	130	1	Navaconcejo
07	05	154	7	Navadijos
07	05	155	0	Navaescurial
07	40	139	9	Navafría
08	45	109	1	Navahermosa
07	05	156	3	Navahondilla
10	12	081	0	Navajas
17	26	104	7	Navajún
02	22	160	4	Naval
07	05	157	9	Navalacruz
13	28	094	1	Navalafuente
13	28	095	4	Navalagamella
08	45	110	5	Navalcán
13	28	096	7	Navalcarnero
07	42	129	3	Navaleno
07	37	216	4	Navales
07	40	140	3	Navalilla
07	40	141	0	Navalmanzano
07	37	217	0	Navalmoral de Béjar
11	10	131	8	Navalmoral de la Mata
07	05	158	5	Navalmoral
08	45	111	2	Navalmoralejo
08	45	112	7	Navalmorales, Los
07	05	159	8	Navalonguilla
07	05	160	2	Navalosa
07	05	161	9	Navalperal de Pinares
07	05	162	4	Navalperal de Tormes
08	13	059	9	Navalpino
08	45	113	3	Navalucillos, Los
07	05	163	0	Navaluenga
11	10	132	3	Navalvillar de Ibor
11	06	091	7	Navalvillar de Pela
07	37	218	6	Navamorales
08	45	114	8	Navamorcuende
07	05	164	5	Navaquesera
09	08	140	2	Navarcles
02	50	186	0	Navardún
07	40	142	5	Navares de Ayuso
07	40	143	1	Navares de Enmedio
07	40	144	6	Navares de las Cuevas
16	01	041	6	Navaridas
07	05	165	8	Navarredonda de Gredos
07	37	219	9	Navarredonda de la Rinconada
13	28	097	3	Navarredonda y San Mamés
07	05	166	1	Navarredondilla
10	46	179	9	Navarrés
17	26	105	0	Navarrete
07	05	167	7	Navarrevisca
07	09	230	6	Navas de Bureba
08	13	060	3	Navas de Estena
08	19	197	7	Navas de Jadraque, Las
08	02	054	4	Navas de Jorquera
01	41	066	5	Navas de la Concepción, Las
07	40	145	9	Navas de Oro
07	40	904	6	Navas de Riofrío
07	40	146	2	Navas de San Antonio
01	23	063	9	Navas de San Juan
11	10	133	9	Navas del Madroño
07	05	168	3	Navas del Marqués, Las
13	28	099	2	Navas del Rey
09	08	141	9	Navàs
15	31	181	0	Navascués/Nabaskoze
07	37	221	0	Navasfrías
09	17	111	7	Navata
07	05	169	6	Navatalgordo
07	05	170	0	Navatejares
09	25	146	2	Navès
11	10	134	4	Navezuelas
12	27	034	8	Navia de Suarna
03	33	041	1	Navia
07	49	137	4	Navianos de Valverde
15	31	182	5	Nazar
07	09	231	3	Nebreda
12	15	055	9	Neda
08	19	198	3	Negredo
12	15	056	2	Negreira
07	37	222	5	Negrilla de Palencia
12	27	035	1	Negueira de Muñiz
07	05	171	7	Neila de San Miguel
07	09	232	8	Neila
07	42	130	7	Nepas
01	29	075	1	Nerja
08	02	055	7	Nerpio
01	21	052	4	Nerva
17	26	106	3	Nestares
01	18	903	8	Nevada
12	36	034	0	Neves, As
01	21	053	0	Niebla
17	26	107	9	Nieva de Cameros
07	40	148	4	Nieva
12	36	035	3	Nigrán
01	18	143	8	Nigüelas
02	50	187	6	Nigüella
07	05	172	2	Niharra
01	04	066	9	Níjar
01	18	144	3	Nívar
15	31	088	5	Noáin (Valle de Elorz)/Noain (Elortzibar)
01	23	064	4	Noalejo
08	45	115	1	Noblejas
07	24	102	0	Noceda del Bierzo
08	45	116	4	Noez
12	27	037	0	Nogais, As
07	34	112	6	Nogal de las Huertas
11	06	092	2	Nogales
12	32	052	7	Nogueira de Ramuín
02	44	163	9	Noguera de Albarracín
02	44	164	4	Nogueras
02	44	165	7	Nogueruelas
12	15	057	8	Noia
06	39	047	5	Noja
07	42	131	4	Nolay
08	45	117	0	Nombela
02	50	188	2	Nombrevilla
02	50	189	5	Nonaspe
03	33	042	6	Noreña
09	08	142	4	Nou de Berguedà, La
09	43	097	6	Nou de Gaià, La
02	22	162	6	Novales
02	50	190	9	Novallas
10	03	093	7	Novelda
10	46	180	3	Novelé/Novetlè
08	45	118	6	Novés
07	42	132	9	Noviercas
02	50	191	6	Novillas
10	03	094	2	Nucia, la
02	22	163	2	Nueno
01	14	046	2	Nueva Carteya
07	47	102	8	Nueva Villa de las Torres
02	50	192	1	Nuévalos
13	28	100	6	Nuevo Baztán
02	50	193	7	Nuez de Ebro
10	12	082	5	Nules
09	43	098	2	Nulles
08	45	119	9	Numancia de la Sagra
08	45	120	3	Nuño Gómez
11	10	135	7	Nuñomoral
15	31	183	1	Obanos
01	14	047	8	Obejo
02	44	167	6	Obón
08	45	121	0	Ocaña
08	19	199	6	Ocentejo
15	31	185	9	Ochagavía/Otsagabia
17	26	109	8	Ochánduri
15	31	184	6	Oco
17	26	108	5	Ocón
09	25	148	4	Odèn
09	08	143	0	Òdena
15	31	186	2	Odieta
02	44	168	2	Odón
07	24	103	6	Oencia
09	17	112	2	Ogassa
01	18	145	6	Ogíjares
01	04	067	5	Ohanes
12	36	036	6	Oia
16	20	063	1	Oiartzun
12	32	053	3	Oímbra
15	31	187	8	Oiz
17	26	110	2	Ojacastro
01	29	076	4	Ojén
02	44	169	5	Ojos Negros
14	30	031	5	Ojós
07	05	173	8	Ojos-Albos
16	01	042	1	Okondo
16	20	058	6	Olaberria
15	31	188	4	Olaibar
15	31	189	7	Olazti/Olazagutía
02	44	171	6	Olba
07	34	113	2	Olea de Boedo
12	15	058	4	Oleiros
15	31	190	1	Olejua
09	08	145	8	Olèrdola
09	08	146	1	Olesa de Bonesvalls
09	08	147	7	Olesa de Montserrat
09	25	149	7	Oliana
08	45	122	5	Olías del Rey
02	44	172	1	Oliete
09	25	150	0	Oliola
15	31	191	8	Olite/Erriberri
09	25	151	7	Olius
11	06	093	8	Oliva de la Frontera
11	06	094	3	Oliva de Mérida
11	10	136	0	Oliva de Plasencia
05	35	014	1	Oliva, La
10	46	181	0	Oliva
08	19	200	0	Olivar, El
07	47	103	4	Olivares de Duero
08	16	139	4	Olivares de Júcar
01	41	067	1	Olivares
09	08	148	3	Olivella
11	06	095	6	Olivenza
17	26	111	9	Ollauri
10	46	183	1	Olleria, l'
08	19	201	7	Olmeda de Cobeta
08	19	202	2	Olmeda de Jadraque, La
08	16	140	8	Olmeda de la Cuesta
13	28	101	3	Olmeda de las Fuentes
08	16	141	5	Olmeda del Rey
08	16	142	0	Olmedilla de Alarcón
08	16	143	6	Olmedilla de Eliz
07	09	235	2	Olmedillo de Roa
07	37	223	1	Olmedo de Camaces
07	47	104	9	Olmedo
07	49	138	0	Olmillos de Castro
07	09	236	5	Olmillos de Muñó
07	47	105	2	Olmos de Esgueva
07	34	114	7	Olmos de Ojeda
07	47	106	5	Olmos de Peñafiel
02	44	173	7	Olmos, Los
10	12	083	1	Olocau del Rey
10	46	182	5	Olocau
07	40	149	7	Olombrada
15	31	192	3	Olóriz/Oloritz
09	08	149	6	Olost
09	17	114	3	Olot
09	25	152	2	Oluges, Les
01	04	068	1	Olula de Castro
01	04	069	4	Olula del Río
09	08	144	5	Olvan
07	42	134	0	Ólvega
02	22	164	7	Olvena
01	11	024	4	Olvera
02	50	194	2	Olvés
07	24	104	1	Omañas, Las
09	25	153	8	Omellons, Els
09	25	154	3	Omells de na Gaia, Els
07	42	135	3	Oncala
10	12	084	6	Onda
10	03	095	5	Ondara
16	48	073	6	Ondarroa
10	03	096	8	Onil
03	33	043	2	Onís
08	45	123	1	Ontígola
10	46	184	6	Ontinyent
02	22	165	0	Ontiñena
08	02	056	0	Ontur
07	24	105	4	Onzonilla
07	09	238	7	Oña
16	20	059	9	Oñati
07	09	239	0	Oquillas
10	03	097	4	Orba
07	37	224	6	Orbada, La
15	31	195	7	Orbaizeta
07	09	241	1	Orbaneja Riopico
15	31	196	0	Orbara
07	05	174	3	Orbita
02	50	195	5	Orcajo
01	18	146	9	Orce
01	23	065	7	Orcera
12	15	059	7	Ordes
08	19	203	8	Ordial, El
09	17	115	6	Ordis
16	20	076	0	Ordizia
08	19	204	3	Orea
07	40	150	0	Orejana
11	06	096	9	Orellana de la Sierra
11	06	097	5	Orellana la Vieja
16	20	905	3	Orendain
02	50	196	8	Orera
02	50	197	4	Orés
16	20	060	3	Orexa
09	25	155	6	Organyà
08	45	124	6	Orgaz
01	18	147	5	Órgiva
01	04	070	8	Oria
02	44	174	2	Orihuela del Tremedal
10	03	099	3	Orihuela
16	20	061	0	Orio
09	08	150	9	Orís
15	31	197	6	Orísoain
09	08	151	6	Oristà
15	31	906	1	Orkoien
16	20	062	5	Ormaiztegi
15	31	198	2	Oronz/Orontze
10	12	085	9	Oropesa del Mar/Orpesa
08	45	125	9	Oropesa
12	15	060	1	Oroso
05	38	026	0	Orotava, La
15	31	199	5	Oroz-Betelu/Orotz-Betelu
16	48	075	4	Orozko
09	08	152	1	Orpí
15	31	211	4	Orreaga/Roncesvalles
02	44	175	5	Orrios
09	08	153	7	Òrrius
17	26	112	4	Ortigosa de Cameros
07	40	151	7	Ortigosa de Pestaño
07	40	901	0	Ortigosa del Monte
12	15	061	8	Ortigueira
16	48	083	4	Ortuella
13	28	102	8	Orusco de Tajuña
10	03	098	0	Orxeta
09	25	156	9	Os de Balaguer
08	16	145	4	Osa de la Vega
07	24	106	7	Oseja de Sajambre
02	50	198	0	Oseja
02	50	199	3	Osera de Ebro
07	05	175	6	Oso, El
09	17	116	9	Osor
07	34	116	3	Osornillo
07	34	901	5	Osorno la Mayor
08	02	057	6	Ossa de Montiel
02	22	167	9	Osso de Cinca
09	25	157	5	Ossó de Sió
01	41	068	7	Osuna
15	31	200	9	Oteiza
07	49	139	3	Otero de Bodas
07	40	152	2	Otero de Herreros
08	45	126	2	Otero
01	18	148	1	Otívar
10	46	185	9	Otos
16	48	072	0	Otxandio
12	32	054	8	Ourense
12	27	038	6	Ourol
12	27	039	9	Outeiro de Rei
12	15	062	3	Outes
03	33	044	7	Oviedo
16	01	043	7	Oyón-Oion
12	15	902	7	Oza-Cesuras
09	08	154	2	Pacs del Penedès
12	32	055	1	Paderne de Allariz
12	15	064	4	Paderne
07	05	176	9	Padiernos
07	09	242	6	Padilla de Abajo
07	09	243	2	Padilla de Arriba
12	32	056	4	Padrenda
12	15	065	7	Padrón
07	09	244	7	Padrones de Bureba
01	18	150	7	Padul
01	04	071	5	Padules
10	46	186	2	Paiporta
05	35	015	4	Pájara
07	40	154	3	Pajarejos
07	05	177	5	Pajares de Adaja
07	37	225	9	Pajares de la Laguna
07	49	141	4	Pajares de la Lampreana
07	24	107	3	Pajares de los Oteros
08	16	146	7	Pajarón
08	16	147	3	Pajaroncillo
07	05	178	1	Palacios de Goda
07	09	246	3	Palacios de la Sierra
07	24	108	9	Palacios de la Valduerna
07	09	247	9	Palacios de Riopisuerga
07	49	143	5	Palacios de Sanabria
07	37	226	2	Palacios del Arzobispo
07	49	142	9	Palacios del Pan
07	24	109	2	Palacios del Sil
01	41	069	0	Palacios y Villafranca, Los
07	37	228	4	Palaciosrubios
09	08	155	5	Palafolls
09	17	117	5	Palafrugell
09	17	118	1	Palamós
10	12	087	8	Palanques
12	27	040	3	Palas de Rei
09	25	158	1	Palau d'Anglesola, El
09	17	119	4	Palau de Santa Eulàlia
09	17	121	5	Palau-sator
09	17	120	8	Palau-saverdera
09	08	156	8	Palau-solità i Plegamans
07	47	109	0	Palazuelo de Vedija
07	40	155	6	Palazuelos de Eresma
07	09	248	5	Palazuelos de la Sierra
07	09	249	8	Palazuelos de Muñó
07	37	229	7	Palencia de Negrilla
07	34	120	2	Palencia
01	14	048	4	Palenciana
07	34	121	9	Palenzuela
09	43	100	9	Pallaresos, Els
09	08	157	4	Pallejà
04	07	040	7	Palma 
09	08	905	8	Palma de Cervelló, La
10	46	187	8	Palma de Gandía
09	43	099	5	Palma d'Ebre, La
